id,layer,mode,k,replacements
move_near__031__step_008,11,raw,154,0
move_near__031__step_008,11,corners,64,0
move_near__031__step_008,11,corners,109,1
move_near__031__step_008,11,corners,154,3
move_near__031__step_008,11,gaussian,64,11
move_near__031__step_008,11,gaussian,109,19
move_near__031__step_008,11,gaussian,154,21
move_near__031__step_008,11,both,64,11
move_near__031__step_008,11,both,109,19
move_near__031__step_008,11,both,154,21
move_near__031__step_008,7,raw,64,0
move_near__031__step_008,7,raw,109,0
move_near__031__step_008,7,raw,154,0
move_near__031__step_008,7,corners,64,1
move_near__031__step_008,7,corners,109,3
move_near__031__step_008,7,corners,154,3
move_near__031__step_008,7,gaussian,64,12
move_near__031__step_008,7,gaussian,109,17
move_near__031__step_008,7,gaussian,154,27
move_near__031__step_008,7,both,64,13
move_near__031__step_008,7,both,109,19
move_near__031__step_008,7,both,154,28
move_near__031__step_040,11,raw,64,0
move_near__031__step_040,11,raw,109,0
move_near__031__step_040,11,raw,154,0
move_near__031__step_040,11,corners,64,0
move_near__031__step_040,11,corners,109,1
move_near__031__step_040,11,corners,154,2
move_near__031__step_040,11,gaussian,64,13
move_near__031__step_040,11,gaussian,109,18
move_near__031__step_040,11,gaussian,154,26
move_near__031__step_040,11,both,64,13
move_near__031__step_040,11,both,109,18
move_near__031__step_040,11,both,154,26
move_near__031__step_040,7,raw,64,0
move_near__031__step_040,7,raw,109,0
move_near__031__step_040,7,raw,154,0
move_near__031__step_040,7,corners,64,1
move_near__031__step_040,7,corners,109,2
move_near__031__step_040,7,corners,154,3
move_near__031__step_040,7,gaussian,64,10
move_near__031__step_040,7,gaussian,109,23
move_near__031__step_040,7,gaussian,154,32
move_near__031__step_040,7,both,64,9
move_near__031__step_040,7,both,109,22
move_near__031__step_040,7,both,154,32
move_near__031__step_071,11,raw,64,0
move_near__031__step_071,11,raw,109,0
move_near__031__step_071,11,raw,154,0
move_near__031__step_071,11,corners,64,0
move_near__031__step_071,11,corners,109,1
move_near__031__step_071,11,corners,154,2
move_near__031__step_071,11,gaussian,64,13
move_near__031__step_071,11,gaussian,109,21
move_near__031__step_071,11,gaussian,154,29
move_near__031__step_071,11,both,64,13
move_near__031__step_071,11,both,109,21
move_near__031__step_071,11,both,154,29
move_near__031__step_071,7,raw,64,0
move_near__031__step_071,7,raw,109,0
move_near__031__step_071,7,raw,154,0
move_near__031__step_071,7,corners,64,2
move_near__031__step_071,7,corners,109,2
move_near__031__step_071,7,corners,154,3
move_near__031__step_071,7,gaussian,64,17
move_near__031__step_071,7,gaussian,109,26
move_near__031__step_071,7,gaussian,154,30
move_near__031__step_071,7,both,64,17
move_near__031__step_071,7,both,109,25
move_near__031__step_071,7,both,154,30
move_near__073__step_008,11,raw,64,0
move_near__073__step_008,11,raw,109,0
move_near__073__step_008,11,raw,154,0
move_near__073__step_008,11,corners,64,0
move_near__073__step_008,11,corners,109,1
move_near__073__step_008,11,corners,154,2
move_near__073__step_008,11,gaussian,64,11
move_near__073__step_008,11,gaussian,109,19
move_near__073__step_008,11,gaussian,154,26
move_near__073__step_008,11,both,64,11
move_near__073__step_008,11,both,109,19
move_near__073__step_008,11,both,154,26
move_near__073__step_008,7,raw,64,0
move_near__073__step_008,7,raw,109,0
move_near__073__step_008,7,raw,154,0
move_near__073__step_008,7,corners,64,2
move_near__073__step_008,7,corners,109,3
move_near__073__step_008,7,corners,154,3
move_near__073__step_008,7,gaussian,64,9
move_near__073__step_008,7,gaussian,109,25
move_near__073__step_008,7,gaussian,154,32
move_near__073__step_008,7,both,64,10
move_near__073__step_008,7,both,109,25
move_near__073__step_008,7,both,154,32
move_near__073__step_040,11,raw,64,0
move_near__073__step_040,11,raw,109,0
move_near__073__step_040,11,raw,154,0
move_near__073__step_040,11,corners,64,0
move_near__073__step_040,11,corners,109,0
move_near__073__step_040,11,corners,154,1
move_near__073__step_040,11,gaussian,64,7
move_near__073__step_040,11,gaussian,109,22
move_near__073__step_040,11,gaussian,154,19
move_near__073__step_040,11,both,64,7
move_near__073__step_040,11,both,109,22
move_near__073__step_040,11,both,154,19
move_near__073__step_040,7,raw,64,0
move_near__073__step_040,7,raw,109,0
move_near__073__step_040,7,raw,154,0
move_near__073__step_040,7,corners,64,2
move_near__073__step_040,7,corners,109,2
move_near__073__step_040,7,corners,154,3
move_near__073__step_040,7,gaussian,64,14
move_near__073__step_040,7,gaussian,109,17
move_near__073__step_040,7,gaussian,154,27
move_near__073__step_040,7,both,64,15
move_near__073__step_040,7,both,109,19
move_near__073__step_040,7,both,154,28
move_near__073__step_071,11,raw,64,0
move_near__073__step_071,11,raw,109,0
move_near__073__step_071,11,raw,154,0
move_near__073__step_071,11,corners,64,0
move_near__073__step_071,11,corners,109,1
move_near__073__step_071,11,corners,154,1
move_near__073__step_071,11,gaussian,64,12
move_near__073__step_071,11,gaussian,109,21
move_near__073__step_071,11,gaussian,154,20
move_near__073__step_071,11,both,64,12
move_near__073__step_071,11,both,109,21
move_near__073__step_071,11,both,154,20
move_near__073__step_071,7,raw,64,0
move_near__073__step_071,7,raw,109,0
move_near__073__step_071,7,raw,154,0
move_near__073__step_071,7,corners,64,2
move_near__073__step_071,7,corners,109,2
move_near__073__step_071,7,corners,154,3
move_near__073__step_071,7,gaussian,64,12
move_near__073__step_071,7,gaussian,109,20
move_near__073__step_071,7,gaussian,154,29
move_near__073__step_071,7,both,64,12
move_near__073__step_071,7,both,109,21
move_near__073__step_071,7,both,154,29
