state_id,task,seed,step,partner_layer,alpha,m_t,l11_success,vanilla_success,paired_group,l11_group,mask_jaccard_l11,mean_lost_l11_tokens,mean_new_partner_tokens,lost_l11_fraction,components,component_change_l11,isolated_ratio,isolated_change_l11,largest_component_ratio,largest_change_l11,score_cosine_l11,rank_correlation_l11,target_response,target_response_l11,target_response_change,target_mask_response,target_correct_both
google_robot_move_near__seed000__step008,move_near,0,8,14,0.9,43,1,1,stable_success,success,0.9111111111111111,2,2,0.046511627906976744,9,0,0.11627906976744186,0.023255813953488372,0.6976744186046512,0.0,0.994239754695748,0.9980265793087661,0.03964597035075884,0.043906901179143074,-0.004260930828384232,0.011627906976744186,1
google_robot_move_near__seed000__step008,move_near,0,8,14,0.75,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,7,-2,0.046511627906976744,-0.046511627906976744,0.6511627906976745,-0.046511627906976716,0.9689923121892197,0.9925955596246279,0.03420481240376595,0.043906901179143074,-0.009702088775377121,0.03488372093023256,1
google_robot_move_near__seed000__step008,move_near,0,8,14,0.5,43,1,1,stable_success,success,0.7551020408163265,6,6,0.13953488372093023,8,-1,0.06976744186046512,-0.023255813953488372,0.627906976744186,-0.06976744186046513,0.9057122726377335,0.9798445010299838,0.027014275442960537,0.043906901179143074,-0.016892625736182536,0.03488372093023256,1
google_robot_move_near__seed000__step008,move_near,0,8,15,0.9,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,9,0,0.09302325581395349,0.0,0.6976744186046512,0.0,0.9962603517706556,0.9982289997711145,0.04042688424512322,0.043906901179143074,-0.003480016934019857,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,15,0.75,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,9,0,0.11627906976744186,0.023255813953488372,0.627906976744186,-0.06976744186046513,0.9759562726870251,0.9935983634699014,0.035342651034065455,0.043906901179143074,-0.008564250145077619,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,15,0.5,43,1,1,stable_success,success,0.72,7,7,0.16279069767441862,12,3,0.13953488372093023,0.046511627906976744,0.5116279069767442,-0.18604651162790697,0.9049394067809684,0.9814652952620735,0.027212558024497673,0.043906901179143074,-0.0166943431546454,0.046511627906976744,1
google_robot_move_near__seed000__step008,move_near,0,8,16,0.9,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,9,0,0.11627906976744186,0.023255813953488372,0.7209302325581395,0.023255813953488302,0.997424792957263,0.9987525749599448,0.04007629842447266,0.043906901179143074,-0.003830602754670412,0.011627906976744186,1
google_robot_move_near__seed000__step008,move_near,0,8,16,0.75,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,12,3,0.16279069767441862,0.06976744186046513,0.627906976744186,-0.06976744186046513,0.982416002389268,0.9944824330510412,0.03414706611240269,0.043906901179143074,-0.009759835066740385,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,16,0.5,43,1,1,stable_success,success,0.72,7,7,0.16279069767441862,12,3,0.16279069767441862,0.06976744186046513,0.3488372093023256,-0.3488372093023256,0.9219318827679126,0.9830674925612267,0.02374311970887362,0.043906901179143074,-0.020163781470269454,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,17,0.9,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,9,0,0.11627906976744186,0.023255813953488372,0.6976744186046512,0.0,0.994846270064949,0.9984478713664453,0.04095879805845562,0.043906901179143074,-0.0029481031206874536,0.023255813953488372,1
