partner_layer,alpha,task,states,episodes,target_control_states,target_response,target_response_change,mask_jaccard_l11,mean_lost_l11_tokens,components,component_change_l11,score_cosine_l11,rank_correlation_l11
17,0.75,pick_coke_can,30,10,3,0.15474333221979297,-0.017202164305870668,0.8530630759675152,2.066666666666667,7.366666666666666,0.9666666666666667,0.9862873672008461,0.9965959267948423
17,0.9,close_drawer,15,5,0,,,0.9473615411076712,0.6666666666666666,4.466666666666667,0.26666666666666666,0.9980040136600683,0.9990654325932707
17,0.9,move_near,30,10,3,0.038752780708801,-0.0032630784903484034,0.9140399943172279,1.5,8.866666666666667,0.23333333333333334,0.9969069926686508,0.9990602588311587
17,0.9,open_drawer,30,10,3,0.03586001353580997,-0.0028735844252342235,0.9296471761886514,1.3333333333333333,6.3,0.5666666666666667,0.9981139723200856,0.9988943408102539
17,0.9,pick_coke_can,30,10,3,0.16527037873767148,-0.006675117787992175,0.9561517221814628,0.7666666666666667,6.6,0.2,0.9979626455991539,0.9991949435416189
18,0.5,close_drawer,15,5,0,,,0.7689825195707546,2.933333333333333,5.333333333333333,1.1333333333333333,0.9441164826971715,0.9895385099565116
18,0.5,move_near,30,10,3,0.02922395350446855,-0.012791905694680842,0.7650847073017434,4.566666666666666,10.3,1.6666666666666667,0.9481792437878472,0.9918779802777141
18,0.5,open_drawer,30,10,3,0.03030239445556306,-0.00843120350548113,0.7814299856697945,4.3,7.366666666666666,1.6333333333333333,0.9562613174704272,0.9882497186617836
18,0.5,pick_coke_can,30,10,3,0.13089613597619296,-0.0410493605494707,0.800537255586055,2.6666666666666665,7.533333333333333,1.1333333333333333,0.9755072430907503,0.9907122386892498
18,0.75,close_drawer,15,5,0,,,0.8809445120723506,1.4,5.066666666666666,0.8666666666666667,0.989359772251703,0.9969796196688789
18,0.75,move_near,30,10,3,0.0366184797452129,-0.005397379453936493,0.876139128667365,2.2,9.366666666666667,0.7333333333333333,0.9904359298296459,0.9978525072480353
18,0.75,open_drawer,30,10,3,0.03535430310404198,-0.0033792948570022124,0.8916601208945364,2.033333333333333,6.6,0.8666666666666667,0.9924810168233917,0.9966088492790113
18,0.75,pick_coke_can,30,10,3,0.15482970321735437,-0.01711579330830927,0.9035571810985231,1.3,6.8,0.4,0.9960391857682885,0.9974026283665215
18,0.9,close_drawer,15,5,0,,,0.9586096500074995,0.5333333333333333,4.333333333333333,0.13333333333333333,0.9985707577252847,0.9993370908674752
18,0.9,move_near,30,10,3,0.0400403034741718,-0.0019755557249775957,0.9276197309761952,1.2666666666666666,8.966666666666667,0.3333333333333333,0.9987250127878424,0.9995405365453572
18,0.9,open_drawer,30,10,3,0.037525839674629496,-0.0012077582864146927,0.9473729583570825,0.9666666666666667,6.166666666666667,0.43333333333333335,0.9990193715194157,0.9992579823758295
18,0.9,pick_coke_can,30,10,3,0.16571532735424366,-0.006230169171419987,0.9740562913593768,0.4666666666666667,6.466666666666667,0.06666666666666667,0.9994952992119115,0.9994270475700006
19,0.5,close_drawer,15,5,0,,,0.7381674390370042,3.2666666666666666,5.866666666666666,1.6666666666666667,0.9428692108511859,0.9926575970855267
19,0.5,move_near,30,10,3,0.03125945214373434,-0.010756407055415052,0.7674449170724237,4.6,10.5,1.8666666666666667,0.9501254020999887,0.9925190976195926
19,0.5,open_drawer,30,10,3,0.028343121691099298,-0.010390476269944892,0.7800918536579339,4.233333333333333,7.333333333333333,1.6,0.9533509191987513,0.9922946946288242
19,0.5,pick_coke_can,30,10,3,0.11637242310816176,-0.055573073417501895,0.7096979646349375,3.8666666666666667,8.7,2.3,0.9485707634852409,0.9852023966201265
19,0.75,close_drawer,15,5,0,,,0.9083834361973213,1.3333333333333333,4.666666666666667,0.4666666666666667,0.9895014828534269,0.9978612096589606
19,0.75,move_near,30,10,3,0.037402581696569,-0.004613277502580396,0.8652863609973102,2.466666666666667,9.533333333333333,0.9,0.9906127266865771,0.9978545338368809
19,0.75,open_drawer,30,10,3,0.034256023928139985,-0.004477574032904204,0.8791929404374665,2.2333333333333334,6.7,0.9666666666666667,0.9916618846005147,0.9978734884031433
19,0.75,pick_coke_can,30,10,3,0.14696412941074924,-0.024981367114914416,0.8709760068571055,1.8,7.4,1.0,0.9904262295093448,0.9941796129930569
19,0.9,close_drawer,15,5,0,,,0.9587269520602854,0.5333333333333333,4.333333333333333,0.13333333333333333,0.9986165959390693,0.999493352788586
19,0.9,move_near,30,10,3,0.040315546133336023,-0.001700313065813375,0.9337920439107575,1.1666666666666667,8.833333333333334,0.2,0.9987323743008013,0.9995389152742806
19,0.9,open_drawer,30,10,3,0.03707865212501277,-0.0016549458360314191,0.9488518555871028,0.9666666666666667,6.266666666666667,0.5333333333333333,0.9988938553105496,0.9995455434119171
19,0.9,pick_coke_can,30,10,3,0.1625144965144351,-0.009431000011228563,0.9490473268478362,0.7333333333333333,6.9,0.5,0.9987194023317875,0.998105330167086
20,0.5,close_drawer,15,5,0,,,0.6754325249062091,4.466666666666667,6.6,2.4,0.8974877598619133,0.9860739967193103
20,0.5,move_near,30,10,3,0.028100812272663728,-0.013915046926485666,0.7194840529122852,5.533333333333333,10.533333333333333,1.9,0.9047559769540023,0.9893382114518959
20,0.5,open_drawer,30,10,3,0.022271660651608346,-0.016461937309435844,0.7478884380512244,4.9,7.5,1.7666666666666666,0.9231054094627338,0.9881952153429463
20,0.5,pick_coke_can,30,10,3,0.11854926889530577,-0.05339622763035786,0.7194134549090752,3.6333333333333333,8.166666666666666,1.7666666666666666,0.9277159558263779,0.9911006761654076
20,0.75,close_drawer,15,5,0,,,0.8270731713995472,2.2666666666666666,5.333333333333333,1.1333333333333333,0.977390513637619,0.9951689459830625
20,0.75,move_near,30,10,3,0.03557969894401032,-0.006436160255139069,0.8385605758922896,3.1,9.666666666666666,1.0333333333333334,0.9772228066818217,0.9964992704280156
20,0.75,open_drawer,30,10,3,0.030870960246144902,-0.007862637714899288,0.8485416233447354,2.7,7.033333333333333,1.3,0.983724783374882,0.9962232728694589
20,0.75,pick_coke_can,30,10,3,0.14825667789681693,-0.023688818628846725,0.8692569670316187,1.8,7.266666666666667,0.8666666666666667,0.9841859547613596,0.9968240730144197
20,0.9,close_drawer,15,5,0,,,0.9041591999731534,1.0666666666666667,4.733333333333333,0.5333333333333333,0.9967905459196549,0.9987226291294727
20,0.9,move_near,30,10,3,0.03955296427909838,-0.002462894920051017,0.9110005705670428,1.6,9.033333333333333,0.4,0.9965643491922218,0.9991439688715951
20,0.9,open_drawer,30,10,3,0.03567182175910797,-0.0030617762019362186,0.9410817862856548,1.1666666666666667,6.233333333333333,0.5,0.9976895169840072,0.9991051537346454
20,0.9,pick_coke_can,30,10,3,0.16306087465821162,-0.008884621867452008,0.9646931700528192,0.5666666666666667,6.4,0.0,0.9977054793448362,0.9990526054779886
21,0.5,close_drawer,15,5,0,,,0.7165427428834347,3.533333333333333,6.266666666666667,2.066666666666667,0.8879864455784315,0.989959945067521
21,0.5,move_near,30,10,3,0.03005682709909688,-0.011959032100052511,0.7555185181389292,4.666666666666667,11.0,2.3666666666666667,0.928030247028471,0.9920613508049132
21,0.5,open_drawer,30,10,3,0.030320408479448585,-0.008413189481595605,0.742556358918436,5.0,8.233333333333333,2.5,0.9064305879980555,0.9893794346532386
21,0.5,pick_coke_can,30,10,3,0.1619677488018383,-0.009977747723825314,0.7613715061134567,3.1333333333333333,8.266666666666667,1.8666666666666667,0.9446531032782581,0.9941914864194703
21,0.75,close_drawer,15,5,0,,,0.873933882545604,1.4666666666666666,5.133333333333334,0.9333333333333333,0.9779780126618483,0.9961069943541617
21,0.75,move_near,30,10,3,0.03684938912042097,-0.005166470078728423,0.8567239709249738,2.566666666666667,9.866666666666667,1.2333333333333334,0.9848044196318017,0.9973639562829021
21,0.75,open_drawer,30,10,3,0.035221821710427516,-0.003511776250616679,0.8665324524374883,2.4,7.133333333333334,1.4,0.9810830134569924,0.9962698128862437
21,0.75,pick_coke_can,30,10,3,0.16793784486801377,-0.004007651657649852,0.8837378059234937,1.6,7.366666666666666,0.9666666666666667,0.9895380856484856,0.9981900892652781
21,0.9,close_drawer,15,5,0,,,0.9567167078247789,0.6,4.4,0.2,0.9970884708458646,0.9987055104142823
21,0.9,move_near,30,10,3,0.04010127855114885,-0.0019145806480005412,0.93011623216855,1.2666666666666666,9.066666666666666,0.43333333333333335,0.9978370515123771,0.9993466992828258
21,0.9,open_drawer,30,10,3,0.03745208639625892,-0.0012815115647852662,0.9412516966960547,1.0666666666666667,6.266666666666667,0.5333333333333333,0.9974010979873784,0.9989717326619362
21,0.9,pick_coke_can,30,10,3,0.170510982079378,-0.0014345144462856267,0.968391711565286,0.5666666666666667,6.533333333333333,0.13333333333333333,0.9985897916605679,0.9995663576714731
22,0.5,close_drawer,15,5,0,,,0.7659392490274842,3.0,5.933333333333334,1.7333333333333334,0.9143684565060155,0.9888043602655069
22,0.5,move_near,30,10,3,0.03056210931654624,-0.011453749882603151,0.7476230880789978,4.933333333333334,10.566666666666666,1.9333333333333333,0.8644341152388404,0.9912992341878384
22,0.5,open_drawer,30,10,3,0.02443225569493616,-0.014301342266108028,0.7689528216702932,4.533333333333333,8.133333333333333,2.4,0.9267624863217806,0.9903073023956664
22,0.5,pick_coke_can,30,10,3,0.11442915195491711,-0.05751634457074654,0.681368027031133,4.133333333333334,8.6,2.2,0.9225324021333968,0.9862390325780116
22,0.75,close_drawer,15,5,0,,,0.9222484328273758,1.0666666666666667,4.466666666666667,0.26666666666666666,0.9836907092672287,0.99589951934081
22,0.75,move_near,30,10,3,0.03712808366780451,-0.004887775531344884,0.8588060835808129,2.566666666666667,9.833333333333334,1.2,0.9683059272055736,0.9968779564354922
22,0.75,open_drawer,30,10,3,0.03232432154523376,-0.006409276415810432,0.8815344644554862,2.2666666666666666,7.2,1.4666666666666666,0.9864094191767823,0.9968912603952084
22,0.75,pick_coke_can,30,10,3,0.1454579040698444,-0.026487592455819234,0.8266257192916784,2.2333333333333334,7.9,1.5,0.9837661181289429,0.9948263809414816
22,0.9,close_drawer,15,5,0,,,0.9668398268398268,0.4,4.333333333333333,0.13333333333333333,0.9978229592905862,0.9986928263523306
22,0.9,move_near,30,10,3,0.04022230142833059,-0.0017935577708188034,0.9205005009365107,1.4,9.2,0.5666666666666667,0.9953393762956193,0.999100599870298
22,0.9,open_drawer,30,10,3,0.03631807583074936,-0.0024155221302948255,0.9473418743190034,1.0,6.266666666666667,0.5333333333333333,0.9981959556926319,0.9992164253833826
22,0.9,pick_coke_can,30,10,3,0.16182395299417598,-0.010121543531487665,0.9521897243766831,0.8,6.7,0.3,0.9977166495170452,0.9985745212481877
23,0.5,close_drawer,15,5,0,,,0.767922279215283,2.8666666666666667,5.733333333333333,1.5333333333333334,0.9644121934271382,0.990015545128557
23,0.5,move_near,30,10,3,0.03021209164536277,-0.011803767553786622,0.7911828890188153,4.066666666666666,10.233333333333333,1.6,0.9480244402940344,0.9930172808422978
23,0.5,open_drawer,30,10,3,0.02629659037718821,-0.012437007583855983,0.8123141328083326,3.533333333333333,7.7,1.9666666666666666,0.9593421855647847,0.991918631265736
23,0.5,pick_coke_can,30,10,3,0.12996080432329,-0.04198469220237366,0.7381744613605393,3.3,8.333333333333334,1.9333333333333333,0.9562224302565966,0.99141181715877
23,0.75,close_drawer,15,5,0,,,0.9063582490669778,1.3333333333333333,4.733333333333333,0.5333333333333333,0.9942398858066083,0.996415655756466
23,0.75,move_near,30,10,3,0.037151422770879426,-0.0048644364282699705,0.8881630881814022,2.066666666666667,9.566666666666666,0.9333333333333333,0.9906259827076985,0.9976848249027235
23,0.75,open_drawer,30,10,3,0.03318439790903351,-0.005549200052010682,0.9099271923295783,1.7,6.8,1.0666666666666667,0.9932974255762016,0.9974438992523077
23,0.75,pick_coke_can,30,10,3,0.15460251616681356,-0.017342980358850072,0.8706155476690357,1.5,7.4,1.0,0.992487876406032,0.9968889000152589
23,0.9,close_drawer,15,5,0,,,0.9731890331890333,0.3333333333333333,4.133333333333334,-0.06666666666666667,0.999269215329861,0.9989405947203783
23,0.9,move_near,30,10,3,0.040254743429015465,-0.001761115770133934,0.9445733346341462,0.9666666666666667,8.9,0.26666666666666666,0.9987600594617156,0.9994092135881588
23,0.9,open_drawer,30,10,3,0.036650729317340223,-0.0020828686437039667,0.9565625487400425,0.8,6.166666666666667,0.43333333333333335,0.9991481781379489,0.9993906404974439
23,0.9,pick_coke_can,30,10,3,0.16565105743827988,-0.006294439087383766,0.9589151550204182,0.5333333333333333,6.566666666666666,0.16666666666666666,0.9990272908028166,0.9991706483176926
24,0.5,close_drawer,15,5,0,,,0.7235519120109911,3.2,6.066666666666666,1.8666666666666667,0.9224074657009902,0.9886894884412907
24,0.5,move_near,30,10,3,0.031046456693925875,-0.010969402505223519,0.7737260758508773,4.366666666666666,10.566666666666666,1.9333333333333333,0.9239023991459637,0.9938004739833673
24,0.5,open_drawer,30,10,3,0.025893061063210033,-0.012840536897834154,0.7563242241479762,4.833333333333333,8.4,2.6666666666666665,0.9113863685783254,0.9897939316777291
24,0.5,pick_coke_can,30,10,3,0.13692363095088356,-0.035021865574780084,0.6963607999001653,3.8666666666666667,8.666666666666666,2.2666666666666666,0.9243811375239573,0.9908467326619362
24,0.75,close_drawer,15,5,0,,,0.8818942417699206,1.3333333333333333,4.6,0.4,0.9858737354626687,0.995377327000839
24,0.75,move_near,30,10,3,0.03734939844817064,-0.004666460750978762,0.8650738035154707,2.433333333333333,9.766666666666667,1.1333333333333333,0.9842950004764156,0.9978632124055846
24,0.75,open_drawer,30,10,3,0.03286659387854784,-0.005867004082496351,0.8881622490090572,2.1666666666666665,6.9,1.1666666666666667,0.9823248093280451,0.9963294422827497
24,0.75,pick_coke_can,30,10,3,0.15623995639833424,-0.015705540127329397,0.8197328019510184,2.1,7.733333333333333,1.3333333333333333,0.9845302842783983,0.9963977740901806
24,0.9,close_drawer,15,5,0,,,0.9712842712842714,0.3333333333333333,4.2,0.0,0.99814740496894,0.9985592622262911
24,0.9,move_near,30,10,3,0.04030178321534525,-0.001714075983804147,0.9438767839048697,0.9333333333333333,8.8,0.16666666666666666,0.9977887072588116,0.9994790951400012
24,0.9,open_drawer,30,10,3,0.036495069251157176,-0.0022385287098870116,0.9419421834034711,1.1,6.433333333333334,0.7,0.9975944071529351,0.9990314097428853
24,0.9,pick_coke_can,30,10,3,0.1660117472311101,-0.005933749294553541,0.9240737979168107,0.8666666666666667,6.7,0.3,0.9978529058727957,0.9989244773784999
25,0.5,close_drawer,15,5,0,,,0.723294864021745,3.533333333333333,6.066666666666666,1.8666666666666667,0.8946223204400834,0.9864946688792245
25,0.5,move_near,30,10,3,0.027647734730862083,-0.014368124468287315,0.7305246917927801,5.433333333333334,11.366666666666667,2.7333333333333334,0.9050135045892801,0.9908149032959486
25,0.5,open_drawer,30,10,3,0.025203785934109987,-0.013529812026934207,0.7376060770510818,5.266666666666667,8.8,3.066666666666667,0.8936254650199918,0.9881354667353321
25,0.5,pick_coke_can,30,10,3,0.12070696518311406,-0.05123853134254958,0.6805612746981322,4.2,8.733333333333333,2.3333333333333335,0.9306512283916798,0.9905204518577858
25,0.75,close_drawer,15,5,0,,,0.8309947993534332,1.9333333333333333,5.133333333333334,0.9333333333333333,0.9784324645042533,0.9943675135423817
25,0.75,move_near,30,10,3,0.03556298109410496,-0.006452878105044431,0.8460582254764714,2.933333333333333,10.266666666666667,1.6333333333333333,0.9801563863269958,0.9965018453879605
25,0.75,open_drawer,30,10,3,0.03273505738689659,-0.005998540574147607,0.8681109298132,2.6,7.3,1.5666666666666667,0.9780162212939931,0.9953127861066603
25,0.75,pick_coke_can,30,10,3,0.14972763926203145,-0.022217857263632217,0.8400611088453533,2.1333333333333333,7.533333333333333,1.1333333333333333,0.9865113101457591,0.9962016479743644
25,0.9,close_drawer,15,5,0,,,0.9607816456278573,0.5333333333333333,4.533333333333333,0.3333333333333333,0.9970231200322757,0.9981830319676506
25,0.9,move_near,30,10,3,0.03957706838191618,-0.0024387908172332196,0.9153707910719828,1.5333333333333334,9.233333333333333,0.6,0.9972182886262898,0.9989503223468374
25,0.9,open_drawer,30,10,3,0.036487385411107076,-0.002246212549937114,0.939791326082431,1.1,6.533333333333333,0.8,0.9969984268177093,0.9985306754024565
25,0.9,pick_coke_can,30,10,3,0.1637049842250783,-0.008240512300585362,0.9594654790984466,0.7333333333333333,6.733333333333333,0.3333333333333333,0.9981698856565518,0.9988605563820857
26,0.5,close_drawer,15,5,0,,,0.6904304908882913,4.466666666666667,6.733333333333333,2.533333333333333,0.9205149812613558,0.9800593671320665
26,0.5,move_near,30,10,3,0.028419639457708996,-0.013596219741440397,0.730950596545842,5.433333333333334,11.033333333333333,2.4,0.8808707272066786,0.9895292830167083
26,0.5,open_drawer,30,10,3,0.02429691978362239,-0.014436678177421803,0.7211047676816303,5.633333333333334,8.9,3.1666666666666665,0.895021607286274,0.9841370784695198
26,0.5,pick_coke_can,30,10,3,0.12186065974595674,-0.05008483677970691,0.6874137015159035,4.3,9.033333333333333,2.6333333333333333,0.9158032300014975,0.9890240424963758
26,0.75,close_drawer,15,5,0,,,0.8720782056488398,1.9333333333333333,5.066666666666666,0.8666666666666667,0.9827952404167319,0.991713826581216
26,0.75,move_near,30,10,3,0.035790695092044876,-0.006225164107104521,0.8363176565505802,3.0,10.066666666666666,1.4333333333333333,0.971679846824609,0.9962918430991071
26,0.75,open_drawer,30,10,3,0.0321615853488039,-0.006572012612240292,0.8663149822532621,2.6333333333333333,7.4,1.6666666666666667,0.9764931848716754,0.9937802557793544
26,0.75,pick_coke_can,30,10,3,0.15003973149425362,-0.02190576503141002,0.849941124643466,2.1,7.766666666666667,1.3666666666666667,0.9823519028673094,0.9958257991912717
26,0.9,close_drawer,15,5,0,,,0.9320352344261263,0.9333333333333333,4.333333333333333,0.13333333333333333,0.9975190430238438,0.9972767414358736
26,0.9,move_near,30,10,3,0.03964700326809352,-0.0023688559310558743,0.9187489986149463,1.5,9.333333333333334,0.7,0.9957522982444218,0.9989942158770121
26,0.9,open_drawer,30,10,3,0.036236523103445516,-0.0024970748575986698,0.930243210525361,1.3,6.6,0.8666666666666667,0.9966185053171048,0.9980925268940257
26,0.9,pick_coke_can,30,10,3,0.1637746066392478,-0.00817088988641583,0.9504458672838572,0.7333333333333333,6.7,0.3,0.9975352390815954,0.998801523041123
27,0.5,close_drawer,15,5,0,,,0.8032444918735241,2.6,5.466666666666667,1.2666666666666666,0.9769302539505935,0.9871811818112456
27,0.5,move_near,30,10,3,0.029690456302896902,-0.012325402896252488,0.7867305406552141,4.333333333333333,10.366666666666667,1.7333333333333334,0.9370782935636348,0.9920406319142443
27,0.5,open_drawer,30,10,3,0.026739115079774126,-0.011994482881270066,0.771902029394975,4.633333333333334,7.9,2.1666666666666665,0.949619427995883,0.9885574025329974
27,0.5,pick_coke_can,30,10,3,0.11917893727479746,-0.05276655925086618,0.6787959488800903,4.266666666666667,8.8,2.4,0.9402408528068701,0.9889870632104981
27,0.75,close_drawer,15,5,0,,,0.9152752978960749,1.2,4.333333333333333,0.13333333333333333,0.9963184145728807,0.9949314774547952
27,0.75,move_near,30,10,3,0.03709262586845865,-0.004923233330690747,0.8849642458781362,2.2,9.5,0.8666666666666667,0.9885948434951934,0.99725957503624
27,0.75,open_drawer,30,10,3,0.03376556897924291,-0.004968028981801276,0.892474655150047,2.1333333333333333,6.9,1.1666666666666667,0.9913477939691474,0.9955689230945296
27,0.75,pick_coke_can,30,10,3,0.14932830608921607,-0.022617190436447557,0.8474874135927288,2.033333333333333,7.666666666666667,1.2666666666666666,0.9892097226523363,0.9958082513160905
27,0.9,close_drawer,15,5,0,,,0.9733324023646605,0.3333333333333333,4.266666666666667,0.06666666666666667,0.9995333237929387,0.9983970874341953
27,0.9,move_near,30,10,3,0.04025850278605072,-0.0017573564130986704,0.9393566173011073,1.1333333333333333,9.0,0.36666666666666664,0.9985029559454124,0.9992718347066452
27,0.9,open_drawer,30,10,3,0.03693194313531987,-0.0018016548257243244,0.9552623656165882,0.8333333333333334,6.266666666666667,0.5333333333333333,0.9988849504803737,0.998680237659266
27,0.9,pick_coke_can,30,10,3,0.1635916620277368,-0.008353834497926838,0.9547956499784226,0.7333333333333333,6.566666666666666,0.16666666666666666,0.9985873155216733,0.9988205968184937
28,0.5,close_drawer,15,5,0,,,0.7685080939984023,3.4,5.733333333333333,1.5333333333333334,0.9574598274053934,0.9809272240024413
28,0.5,move_near,30,10,3,0.027712074980228724,-0.014303784218920671,0.7428530088795597,5.233333333333333,10.866666666666667,2.2333333333333334,0.9182405970286941,0.9885860608834972
28,0.5,open_drawer,30,10,3,0.019283310932912443,-0.019450287028131747,0.721375585892552,5.8,8.866666666666667,3.1333333333333333,0.911661907361759,0.9811316710536352
28,0.5,pick_coke_can,30,10,3,0.11495165149409721,-0.056993845031566424,0.6669759631745179,4.566666666666666,9.033333333333333,2.6333333333333333,0.943202402938837,0.984655861371786
28,0.75,close_drawer,15,5,0,,,0.8938936110842806,1.6,4.6,0.4,0.9921071362095083,0.9917327573052567
28,0.75,move_near,30,10,3,0.035766149503294604,-0.006249709695854787,0.8598022926682279,2.8,9.8,1.1666666666666667,0.9829341470737504,0.9958238918135346
28,0.75,open_drawer,30,10,3,0.0295344017894066,-0.009199196171637591,0.8614960721298097,2.8333333333333335,7.5,1.7666666666666666,0.9818017007540079,0.9921441309987028
28,0.75,pick_coke_can,30,10,3,0.14725407620704148,-0.02469142031862216,0.828431697975444,2.466666666666667,7.8,1.4,0.9896896140795957,0.9937747959105818
28,0.9,close_drawer,15,5,0,,,0.9593032216688131,0.6,4.333333333333333,0.13333333333333333,0.9989367134079334,0.997153286411841
28,0.9,move_near,30,10,3,0.039687618948188765,-0.0023282402509606295,0.9233357248283033,1.4666666666666666,9.1,0.4666666666666667,0.9975999138838377,0.9988152800030516
28,0.9,open_drawer,30,10,3,0.03517567692689574,-0.003557921034148452,0.9327000855101537,1.3,6.466666666666667,0.7333333333333333,0.9975124798465593,0.9972976987487601
28,0.9,pick_coke_can,30,10,3,0.1627958168395729,-0.009149679686090756,0.9463007528677034,0.9666666666666667,6.733333333333333,0.3333333333333333,0.9986381516821848,0.9981432869840543
29,0.5,close_drawer,15,5,0,,,0.6284604840458499,5.133333333333334,6.733333333333333,2.533333333333333,0.9007584255515598,0.97328779468986
29,0.5,move_near,30,10,3,0.022936022809335436,-0.019079836389813958,0.6913676862130146,6.366666666666666,11.266666666666667,2.6333333333333333,0.849743306318038,0.985164821278706
29,0.5,open_drawer,30,10,3,0.020285105273589413,-0.018448492687454777,0.6804536932414915,6.733333333333333,9.466666666666667,3.7333333333333334,0.8720273416803137,0.9771914578088041
29,0.5,pick_coke_can,30,10,3,0.09683527142474319,-0.07511022510092046,0.5836952991529256,5.7,9.5,3.1,0.8828222997939366,0.9794089513237199
29,0.75,close_drawer,15,5,0,,,0.8171811117906453,2.466666666666667,5.4,1.2,0.9773489330036702,0.9875781548027771
29,0.75,move_near,30,10,3,0.03296091283382577,-0.009054946365323625,0.8133852287100894,3.566666666666667,9.966666666666667,1.3333333333333333,0.9580142954200617,0.9942853532463567
29,0.75,open_drawer,30,10,3,0.029802057023095616,-0.008931540937948578,0.8256004087984298,3.6333333333333333,7.766666666666667,2.033333333333333,0.9701404842739425,0.9901339217593652
29,0.75,pick_coke_can,30,10,3,0.13471583342605134,-0.037229663099612294,0.7432771000101839,3.4,8.6,2.2,0.9707463104356232,0.9912835936903943
29,0.9,close_drawer,15,5,0,,,0.920475954691641,1.1333333333333333,4.4,0.2,0.996691742988465,0.9952426184481573
29,0.9,move_near,30,10,3,0.038498123439735306,-0.003517735759414086,0.8973816176222434,1.9333333333333333,9.433333333333334,0.8,0.9931697169007613,0.9982833600366215
29,0.9,open_drawer,30,10,3,0.035225752014586324,-0.003507845946457868,0.9123909397378617,1.7,6.833333333333333,1.1,0.9956726161995474,0.9964347533760585
29,0.9,pick_coke_can,30,10,3,0.15711741980140928,-0.014828076724254369,0.8773473142563637,1.5666666666666667,7.266666666666667,0.8666666666666667,0.9954995779383325,0.9971318045700771
30,0.5,close_drawer,15,5,0,,,0.6325043780912002,5.133333333333334,6.866666666666666,2.6666666666666665,0.9308066339987194,0.969121938658732
30,0.5,move_near,30,10,3,0.024418737146793764,-0.01759712205235563,0.6710278807676477,6.933333333333334,11.733333333333333,3.1,0.8940609048420484,0.9809354495689324
30,0.5,open_drawer,30,10,3,0.02218089732029993,-0.016552700640744256,0.6558150771034856,7.3,9.633333333333333,3.9,0.8894310813169145,0.9719870107576102
30,0.5,pick_coke_can,30,10,3,0.11070400231513759,-0.061241494210526055,0.6075573727575212,5.466666666666667,9.366666666666667,2.966666666666667,0.9247795024029195,0.9791413462272065
30,0.75,close_drawer,15,5,0,,,0.825650563838919,2.4,5.066666666666666,0.8666666666666667,0.9859248398968627,0.9866895075150681
30,0.75,move_near,30,10,3,0.03410154082185327,-0.00791431837729612,0.8062744121283133,3.8333333333333335,10.133333333333333,1.5,0.9761703348299432,0.992598635271229
30,0.75,open_drawer,30,10,3,0.03133072100266311,-0.0074028769583810786,0.7920704753712519,4.133333333333334,8.3,2.566666666666667,0.9764306030133719,0.9883920805676353
30,0.75,pick_coke_can,30,10,3,0.14488141535564839,-0.027064081170015266,0.8178444998976121,2.6333333333333333,8.166666666666666,1.7666666666666666,0.9854283548784248,0.9916475213626305
30,0.9,close_drawer,15,5,0,,,0.9463652518680982,0.8,4.466666666666667,0.26666666666666666,0.9980439476064895,0.9952556363012129
30,0.9,move_near,30,10,3,0.039027790717213864,-0.002988068481935532,0.9037780092813158,1.8333333333333333,9.2,0.5666666666666667,0.9965342092223906,0.9977376115815974
30,0.9,open_drawer,30,10,3,0.03594729596356586,-0.0027863019974783236,0.8986913724632155,1.9333333333333333,6.833333333333333,1.1,0.9967186599045947,0.9961279993514917
30,0.9,pick_coke_can,30,10,3,0.16182155071535093,-0.01012394581031271,0.9133624809323856,1.2333333333333334,7.033333333333333,0.6333333333333333,0.9980307529480282,0.9974048218509192
31,0.5,close_drawer,15,5,0,,,0.5670597025734871,6.8,8.2,4.0,0.8971833547214718,0.9197987239642937
31,0.5,move_near,30,10,3,0.01845485163482835,-0.023561007564321043,0.5790758428686745,9.866666666666667,13.166666666666666,4.533333333333333,0.8485468805193751,0.9493839169909207
31,0.5,open_drawer,30,10,3,0.015501085063137902,-0.023232512897906288,0.5532847372196456,10.266666666666667,11.6,5.866666666666666,0.8336845750101602,0.9316628280689706
31,0.5,pick_coke_can,30,10,3,0.08455872573035413,-0.0873867707953095,0.5069035787253181,7.333333333333333,10.6,4.2,0.8746382405337809,0.9389552815289537
31,0.75,close_drawer,15,5,0,,,0.7659213833234563,3.466666666666667,6.133333333333334,1.9333333333333333,0.976550201820393,0.9647033073929959
31,0.75,move_near,30,10,3,0.02952155940887875,-0.012494299790270646,0.7337983091291956,5.7,11.466666666666667,2.8333333333333335,0.9573792650095441,0.9798146744106202
31,0.75,open_drawer,30,10,3,0.02615527072417285,-0.012578327236871337,0.7471577235047736,5.366666666666666,8.8,3.066666666666667,0.9564676827059859,0.969918483443961
31,0.75,pick_coke_can,30,10,3,0.12741083569887449,-0.04453466082678917,0.7398511731733274,3.933333333333333,8.966666666666667,2.566666666666667,0.9704661575358953,0.9730816309987028
31,0.9,close_drawer,15,5,0,,,0.9084569733068353,1.4,4.533333333333333,0.3333333333333333,0.9965616643275383,0.9871128976882579
31,0.9,move_near,30,10,3,0.03682250649576762,-0.005193352703381777,0.8673366967597242,2.6666666666666665,9.766666666666667,1.1333333333333333,0.9930191169966381,0.9938377155336843
31,0.9,open_drawer,30,10,3,0.03343066882322648,-0.005302929137817716,0.8713977823664716,2.6,7.366666666666666,1.6333333333333333,0.993331690547029,0.9891906042572669
