partner_layer,alpha,states,target_control_states,target_response,target_response_l11,target_response_change,mask_jaccard_l11,mean_lost_l11_tokens,mean_new_partner_tokens,lost_l11_fraction,components,component_change_l11,isolated_ratio,largest_component_ratio,score_cosine_l11,rank_correlation_l11,open_target_delta,pick_target_delta,move_target_delta,task_nonharm_fraction,complement_score,strict_candidate,relaxed_candidate
18,0.75,105,9,0.07560082868886976,0.08423165122861907,-0.008630822539749327,0.8890939104847428,1.7809523809523808,1.7809523809523808,0.0607727742931362,7.228571428571429,0.6952380952380952,0.1254012475603832,0.5758712002725193,0.9924674338706223,0.9972439413508591,-0.0033792948570022124,-0.01711579330830927,-0.005397379453936493,0.0,0.629346094776548,0,0
18,0.9,105,9,0.08109382350101499,0.08423165122861907,-0.003137827727604092,0.9509582301989726,0.8476190476190476,0.8476190476190476,0.02583009157162734,6.79047619047619,0.2571428571428571,0.11137629288884941,0.5970440179473621,0.9990071606805178,0.9993983176928356,-0.0012077582864146927,-0.006230169171419987,-0.0019755557249775957,0.6666666666666666,0.8962072598027789,0,0
19,0.5,105,9,0.05865833231433179,0.08423165122861907,-0.025573318914287282,0.7503767013953706,4.095238095238095,4.095238095238095,0.14745765588131382,8.41904761904762,1.8857142857142857,0.17152702288275914,0.5259389234597429,0.9495661972027354,0.9903842821175162,-0.010390476269944892,-0.055573073417501895,-0.010756407055415052,0.0,0.3753354014375258,0,0
19,0.75,105,9,0.07287424501181941,0.08423165122861907,-0.011357406216799672,0.8770420075401552,2.0476190476190474,2.0476190476190474,0.06715762538691945,7.419047619047619,0.8857142857142857,0.1314892191201538,0.5769113429380632,0.9907004520637571,0.9968109257321605,-0.004477574032904204,-0.024981367114914416,-0.004613277502580396,0.0,0.5649904110191516,0,0
19,0.9,105,9,0.07996956492426129,0.08423165122861907,-0.0042620863043577855,0.9460156292502399,0.8952380952380953,0.8952380952380953,0.02846480008672048,6.904761904761905,0.37142857142857144,0.11653308413315826,0.6000507823944806,0.9987582656893352,0.9991247043564506,-0.0016549458360314191,-0.009431000011228563,-0.001700313065813375,0.6666666666666666,0.8445968124385953,0,0
20,0.5,105,9,0.05630724727319262,0.08423165122861907,-0.02792440395542646,0.7212863452359112,4.6571428571428575,4.6571428571428575,0.1687202124073323,8.428571428571429,1.8952380952380952,0.1640760974820151,0.5204505835151823,0.9155203491925916,0.9890488860914015,-0.016461937309435844,-0.05339622763035786,-0.013915046926485666,0.0,0.33575348519327614,0,0
20,0.75,105,9,0.07156911236232405,0.08423165122861907,-0.012662538866295028,0.8485416434195477,2.4952380952380953,2.4952380952380953,0.0844632513655966,7.609523809523809,1.0761904761904761,0.1388556046615998,0.5640347984556032,0.9810939433248206,0.9963231683724072,-0.007862637714899288,-0.023688818628846725,-0.006436160255139069,0.0,0.5240329222214674,0,0
20,0.9,105,9,0.07942855356547265,0.08423165122861907,-0.004803097663146415,0.9339586076834553,1.1047619047619048,1.1047619047619048,0.0355372378915339,6.866666666666666,0.3333333333333333,0.11402966729048929,0.5949593556073542,0.9972441767088265,0.9990465836139901,-0.0030617762019362186,-0.008884621867452008,-0.002462894920051017,0.0,0.7071756650470303,0,0
21,0.5,105,9,0.07411499479346126,0.08423165122861907,-0.010116656435157809,0.7479193584607253,4.161904761904762,4.161904761904762,0.14962020093803977,8.752380952380953,2.219047619047619,0.18088363509743932,0.5208785505130465,0.9208877603125715,0.991603498403252,-0.008413189481595605,-0.009977747723825314,-0.011959032100052511,0.0,0.531118648078849,0,0
21,0.75,105,9,0.08000301856628743,0.08423165122861907,-0.004228632662331652,0.8697031915882164,2.085714285714286,2.085714285714286,0.07208844092915112,7.695238095238095,1.161904761904762,0.1474015325982612,0.5658559752391117,0.9841184357337724,0.9971078158890013,-0.003511776250616679,-0.004007651657649852,-0.005166470078728423,0.0,0.7140941670179817,0,0
