task,outcome_group,alpha,spatial_mode,n,jaccard_l11,l11_retention,lost_from_l11,new_vs_l11,components,isolated_ratio,largest_component_ratio,synonym_mask_jaccard,target_response,target_mask_response,target_correct_both
pick_coke_can,both_success,0.75,both,24,0.7139870604589387,0.8273762699782946,3.7083333333333335,3.7083333333333335,3.375,0.0408046256058732,0.5571000706379143,,,,
pick_coke_can,both_success,0.75,corners,24,0.8132878750229319,0.8932828069993612,2.0833333333333335,2.0833333333333335,6.291666666666667,0.16819632955059705,0.41584569850019376,,,,
pick_coke_can,both_success,0.75,gaussian,24,0.7139870604589387,0.8273762699782946,3.7083333333333335,3.7083333333333335,3.375,0.0408046256058732,0.5571000706379143,,,,
pick_coke_can,both_success,0.75,raw,24,0.8132878750229319,0.8932828069993612,2.0833333333333335,2.0833333333333335,6.291666666666667,0.16819632955059705,0.41584569850019376,,,,
pick_coke_can,both_success,0.9,both,24,0.7173428224271204,0.831239898438679,3.75,3.75,3.2083333333333335,0.027890491172976095,0.5535639745819013,,,,
pick_coke_can,both_success,0.9,corners,24,0.9089411581283086,0.9501829302295753,1.0,1.0,5.833333333333333,0.1461276709337506,0.45738667668861116,,,,
pick_coke_can,both_success,0.9,gaussian,24,0.7173428224271204,0.831239898438679,3.75,3.75,3.2083333333333335,0.027890491172976095,0.5535639745819013,,,,
pick_coke_can,both_success,0.9,raw,24,0.9089411581283086,0.9501829302295753,1.0,1.0,5.833333333333333,0.1461276709337506,0.45738667668861116,,,,
pick_coke_can,both_success,1.0,both,24,0.7139612940391992,0.8283855796070316,3.875,3.875,2.9583333333333335,0.023691099755330475,0.5454733483590969,,,,
pick_coke_can,both_success,1.0,corners,24,1.0,1.0,0.0,0.0,5.583333333333333,0.13414826624923756,0.4640523901688171,,,,
pick_coke_can,both_success,1.0,gaussian,24,0.7139612940391992,0.8283855796070316,3.875,3.875,2.9583333333333335,0.023691099755330475,0.5454733483590969,,,,
pick_coke_can,both_success,1.0,raw,24,1.0,1.0,0.0,0.0,5.583333333333333,0.13414826624923756,0.4640523901688171,,,,
pick_coke_can,l11_win,0.5,both,20,0.6143886286537215,0.7554491710745088,5.1,5.1,3.8,0.0651606346104184,0.5850968940427428,,,,
pick_coke_can,l11_win,0.5,corners,20,0.6938512396850565,0.817379096112963,3.65,3.65,7.1,0.2130859830558037,0.4268162655480988,,,,
pick_coke_can,l11_win,0.5,gaussian,20,0.6143886286537215,0.7554491710745088,5.1,5.1,3.8,0.0651606346104184,0.5850968940427428,,,,
pick_coke_can,l11_win,0.5,raw,20,0.6938512396850565,0.817379096112963,3.65,3.65,7.1,0.2130859830558037,0.4268162655480988,,,,
pick_coke_can,l11_win,0.75,both,20,0.6229543201072213,0.7631016260588603,4.9,4.9,3.4,0.04567520580920015,0.5920855525745049,,,,
pick_coke_can,l11_win,0.75,corners,20,0.8189090596486233,0.8993297035749996,2.0,2.0,6.7,0.18219976170634705,0.423582247086913,,,,
pick_coke_can,l11_win,0.75,gaussian,20,0.6229543201072213,0.7631016260588603,4.9,4.9,3.4,0.04567520580920015,0.5920855525745049,,,,
pick_coke_can,l11_win,0.75,raw,20,0.8189090596486233,0.8993297035749996,2.0,2.0,6.7,0.18219976170634705,0.423582247086913,,,,
pick_coke_can,l11_win,0.9,both,20,0.6272846786817375,0.7661329646537197,5.0,5.0,3.0,0.03461429039370216,0.5891986478126001,,,,
pick_coke_can,l11_win,0.9,corners,20,0.9308937460533601,0.9630311081216055,0.75,0.75,6.7,0.18281574385568752,0.40816469715082093,,,,
pick_coke_can,l11_win,0.9,gaussian,20,0.6272846786817375,0.7661329646537197,5.0,5.0,3.0,0.03461429039370216,0.5891986478126001,,,,
pick_coke_can,l11_win,0.9,raw,20,0.9308937460533601,0.9630311081216055,0.75,0.75,6.7,0.18281574385568752,0.40816469715082093,,,,
pick_coke_can,l11_win,1.0,both,20,0.6253828067183465,0.7651531056013454,5.05,5.05,2.8,0.02355844155844156,0.5798594166414724,,,,
pick_coke_can,l11_win,1.0,corners,20,1.0,1.0,0.0,0.0,6.65,0.18681435224971335,0.4141678319470592,,,,
pick_coke_can,l11_win,1.0,gaussian,20,0.6253828067183465,0.7651531056013454,5.05,5.05,2.8,0.02355844155844156,0.5798594166414724,,,,
pick_coke_can,l11_win,1.0,raw,20,1.0,1.0,0.0,0.0,6.65,0.18681435224971335,0.4141678319470592,,,,
pick_coke_can,sparse_win,0.5,both,14,0.6230069233155117,0.7617911733724764,5.714285714285714,5.714285714285714,4.071428571428571,0.06351933730522466,0.5452983227361629,,,,
pick_coke_can,sparse_win,0.5,corners,14,0.738801323738639,0.8475218545338299,3.357142857142857,3.357142857142857,7.285714285714286,0.16114515918241182,0.429697971866092,,,,
pick_coke_can,sparse_win,0.5,gaussian,14,0.6230069233155117,0.7617911733724764,5.714285714285714,5.714285714285714,4.071428571428571,0.06351933730522466,0.5452983227361629,,,,
pick_coke_can,sparse_win,0.5,raw,14,0.738801323738639,0.8475218545338299,3.357142857142857,3.357142857142857,7.285714285714286,0.16114515918241182,0.429697971866092,,,,
pick_coke_can,sparse_win,0.75,both,14,0.6261690125080275,0.7659806065828315,5.571428571428571,5.571428571428571,3.5714285714285716,0.03637179127944084,0.5357682063417789,,,,
pick_coke_can,sparse_win,0.75,corners,14,0.8464009035645021,0.9140947638908095,1.8571428571428572,1.8571428571428572,7.285714285714286,0.1793344320947296,0.41294996831684616,,,,
pick_coke_can,sparse_win,0.75,gaussian,14,0.6261690125080275,0.7659806065828315,5.571428571428571,5.571428571428571,3.5714285714285716,0.03637179127944084,0.5357682063417789,,,,
pick_coke_can,sparse_win,0.75,raw,14,0.8464009035645021,0.9140947638908095,1.8571428571428572,1.8571428571428572,7.285714285714286,0.1793344320947296,0.41294996831684616,,,,
pick_coke_can,sparse_win,0.9,both,14,0.6294020312881597,0.7699593033246861,5.5,5.5,3.5714285714285716,0.035938723315413125,0.5320396096399403,,,,
pick_coke_can,sparse_win,0.9,corners,14,0.9179489350204703,0.9558415999249943,1.0,1.0,6.928571428571429,0.1690247761957567,0.40608261611280666,,,,
pick_coke_can,sparse_win,0.9,gaussian,14,0.6294020312881597,0.7699593033246861,5.5,5.5,3.5714285714285716,0.035938723315413125,0.5320396096399403,,,,
pick_coke_can,sparse_win,0.9,raw,14,0.9179489350204703,0.9558415999249943,1.0,1.0,6.928571428571429,0.1690247761957567,0.40608261611280666,,,,
pick_coke_can,sparse_win,1.0,both,14,0.6038102235419748,0.7497143575202774,6.0,6.0,3.0714285714285716,0.016281512605042014,0.5177062796896027,,,,
pick_coke_can,sparse_win,1.0,corners,14,1.0,1.0,0.0,0.0,6.857142857142857,0.1684246327567386,0.39719961846930485,,,,
pick_coke_can,sparse_win,1.0,gaussian,14,0.6038102235419748,0.7497143575202774,6.0,6.0,3.0714285714285716,0.016281512605042014,0.5177062796896027,,,,
pick_coke_can,sparse_win,1.0,raw,14,1.0,1.0,0.0,0.0,6.857142857142857,0.1684246327567386,0.39719961846930485,,,,
