task,seed,success,steps,mean_m_t,std_m_t,cv_m_t,min_m_t,max_m_t,range_m_t,mean_abs_step_change,early_mean_m_t,middle_mean_m_t,late_mean_m_t
move_near,115,0,80,32.075,16.69863392616294,0.5206121255233964,11,76,65,18.632911392405063,33.44444444444444,28.59259259259259,34.26923076923077
move_near,116,1,80,61.0125,24.873928997044278,0.40768578565120717,4,105,101,20.72151898734177,49.74074074074074,70.11111111111111,63.26923076923077
move_near,117,1,80,37.575,12.810908437733836,0.34094234032558446,18,71,53,10.91139240506329,30.296296296296298,36.44444444444444,46.30769230769231
move_near,118,0,80,57.5,21.063594185228695,0.3663233771344121,8,91,83,16.037974683544302,50.074074074074076,70.25925925925925,51.96153846153846
move_near,119,1,80,54.7625,23.16152183579481,0.4229449319478623,8,91,83,15.20253164556962,37.44444444444444,58.51851851851852,68.84615384615384
move_near,120,1,80,32.2375,12.592898544417801,0.39062888078845454,10,73,63,12.835443037974683,40.111111111111114,28.925925925925927,27.5
move_near,121,1,80,54.7625,23.16152183579481,0.4229449319478623,8,91,83,15.20253164556962,37.44444444444444,58.51851851851852,68.84615384615384
move_near,122,1,80,17.85,10.098390960940263,0.5657361882879699,8,64,56,8.974683544303797,14.703703703703704,20.074074074074073,18.807692307692307
move_near,123,1,80,24.95,9.300403217065375,0.37276165198658817,7,51,44,8.0,20.814814814814813,26.666666666666668,27.46153846153846
move_near,124,1,80,22.1875,13.890728697588187,0.6260610117222845,6,68,62,13.594936708860759,26.814814814814813,17.25925925925926,22.5
move_near,125,1,80,30.075,18.261828358628275,0.607209587984315,8,74,66,10.89873417721519,38.03703703703704,21.51851851851852,30.692307692307693
move_near,126,1,80,42.3375,11.56281080663348,0.2731103822056919,18,72,54,13.113924050632912,40.74074074074074,43.148148148148145,43.15384615384615
move_near,127,1,80,50.55,22.57648112527725,0.4466168372952968,18,95,77,14.341772151898734,38.111111111111114,43.25925925925926,71.03846153846153
move_near,128,0,80,32.075,16.69863392616294,0.5206121255233964,11,76,65,18.632911392405063,33.44444444444444,28.59259259259259,34.26923076923077
move_near,129,0,80,52.7125,27.398993480600705,0.5197817117495984,17,105,88,25.27848101265823,52.333333333333336,50.888888888888886,55.0
move_near,130,1,80,43.075,23.974869655537233,0.5565843216607599,16,89,73,13.49367088607595,37.333333333333336,33.629629629629626,58.84615384615385
move_near,131,1,80,37.3125,20.626799163951734,0.5528120378948539,12,97,85,18.31645569620253,35.22222222222222,37.629629629629626,39.15384615384615
move_near,132,1,80,48.175,18.142336536400155,0.376592351559941,19,87,68,14.316455696202532,53.407407407407405,40.333333333333336,50.88461538461539
move_near,133,0,80,35.45,19.83362044610111,0.5594815358561667,14,89,75,11.949367088607595,48.81481481481482,32.407407407407405,24.73076923076923
move_near,134,1,80,32.0625,23.249915994471895,0.7251435787749518,14,91,77,13.0,51.96296296296296,18.444444444444443,25.53846153846154
move_near,135,1,80,52.975,22.306375209791483,0.4210736235920997,12,94,82,20.265822784810126,47.629629629629626,43.111111111111114,68.76923076923077
move_near,136,0,80,51.05,25.438111172019045,0.49829796615120564,22,100,78,20.924050632911392,49.96296296296296,50.77777777777778,52.46153846153846
move_near,137,0,80,47.0125,26.643241990230845,0.5667267639506693,14,105,91,13.772151898734178,27.48148148148148,41.03703703703704,73.5
move_near,138,1,80,29.475,9.474934036709701,0.32145662550329773,4,58,54,8.481012658227849,33.0,26.555555555555557,28.846153846153847
move_near,139,1,80,26.775,8.523460271509453,0.31833651807691704,13,48,35,5.417721518987341,32.370370370370374,26.703703703703702,21.03846153846154
move_near,140,1,80,45.9875,10.88978162085907,0.2367987305432796,23,79,56,9.037974683544304,46.629629629629626,50.0,41.15384615384615
move_near,141,0,80,52.8125,20.73649786608144,0.39264374657669,9,90,81,17.79746835443038,37.48148148148148,62.51851851851852,58.65384615384615
move_near,142,1,80,48.8875,13.901433154534823,0.2843555746261278,24,86,62,13.91139240506329,45.333333333333336,55.629629629629626,45.57692307692308
move_near,143,1,80,22.1875,13.890728697588187,0.6260610117222845,6,68,62,13.594936708860759,26.814814814814813,17.25925925925926,22.5
move_near,144,1,80,32.2375,12.592898544417801,0.39062888078845454,10,73,63,12.835443037974683,40.111111111111114,28.925925925925927,27.5
move_near,145,1,80,61.0125,24.873928997044278,0.40768578565120717,4,105,101,20.72151898734177,49.74074074074074,70.11111111111111,63.26923076923077
move_near,146,1,80,37.4625,20.471287056509173,0.5464474356091872,8,94,86,15.987341772151899,50.666666666666664,40.333333333333336,20.76923076923077
move_near,147,1,80,47.2125,12.427483403730621,0.26322443004989404,23,79,56,11.924050632911392,42.55555555555556,47.25925925925926,52.0
move_near,148,0,80,43.5875,10.808207240333616,0.24796575257433015,21,66,45,10.632911392405063,39.25925925925926,41.96296296296296,49.76923076923077
move_near,149,0,80,37.075,14.230051827031414,0.3838179858943065,9,65,56,13.987341772151899,33.2962962962963,39.44444444444444,38.53846153846154
move_near,150,1,80,50.225,14.724957555117095,0.2931798418141781,22,92,70,13.240506329113924,41.48148148148148,54.48148148148148,54.88461538461539
move_near,151,1,80,55.15,21.591144017860657,0.3914985316021878,9,92,83,16.810126582278482,45.51851851851852,54.18518518518518,66.15384615384616
move_near,152,1,80,31.625,24.977677534150367,0.7898079852695769,8,89,81,17.265822784810126,32.888888888888886,23.703703703703702,38.53846153846154
move_near,153,0,80,52.7125,27.398993480600705,0.5197817117495984,17,105,88,25.27848101265823,52.333333333333336,50.888888888888886,55.0
move_near,154,1,80,50.55,22.57648112527725,0.4466168372952968,18,95,77,14.341772151898734,38.111111111111114,43.25925925925926,71.03846153846153
move_near,155,1,80,31.9625,17.405059429660103,0.5445462473104452,4,76,72,14.265822784810126,41.18518518518518,24.51851851851852,30.115384615384617
move_near,156,1,80,44.25,10.796411440844592,0.24398669922812638,16,64,48,7.050632911392405,35.592592592592595,44.629629629629626,52.84615384615385
move_near,157,1,80,42.0875,9.318253256378043,0.22140191877346108,14,67,53,10.025316455696203,41.74074074074074,44.51851851851852,39.92307692307692
move_near,158,1,80,30.075,18.261828358628275,0.607209587984315,8,74,66,10.89873417721519,38.03703703703704,21.51851851851852,30.692307692307693
move_near,159,1,80,44.0125,14.733035795449627,0.33474662415108497,19,101,82,13.050632911392405,41.0,49.333333333333336,41.61538461538461
move_near,160,1,80,45.9875,10.88978162085907,0.2367987305432796,23,79,56,9.037974683544304,46.629629629629626,50.0,41.15384615384615
move_near,161,1,80,22.1875,13.890728697588187,0.6260610117222845,6,68,62,13.594936708860759,26.814814814814813,17.25925925925926,22.5
move_near,162,1,80,44.7625,24.253991295248706,0.5418372811002224,7,98,91,19.68354430379747,35.592592592592595,47.7037037037037,51.23076923076923
move_near,163,1,80,48.175,18.142336536400155,0.376592351559941,19,87,68,14.316455696202532,53.407407407407405,40.333333333333336,50.88461538461539
move_near,164,1,80,51.825,26.971640198549288,0.5204368586309558,9,110,101,25.455696202531644,43.22222222222222,46.666666666666664,66.11538461538461
move_near,165,0,80,57.5,21.063594185228695,0.3663233771344121,8,91,83,16.037974683544302,50.074074074074076,70.25925925925925,51.96153846153846
move_near,166,0,80,44.575,20.72665855848453,0.4649839272795183,17,93,76,21.759493670886076,40.96296296296296,46.925925925925924,45.88461538461539
move_near,167,0,80,36.7625,7.528684729087811,0.20479251218191935,14,49,35,6.1645569620253164,34.074074074074076,36.148148148148145,40.19230769230769
move_near,168,1,80,48.8875,13.901433154534823,0.2843555746261278,24,86,62,13.91139240506329,45.333333333333336,55.629629629629626,45.57692307692308
move_near,169,1,80,32.0625,23.249915994471895,0.7251435787749518,14,91,77,13.0,51.96296296296296,18.444444444444443,25.53846153846154
move_near,170,1,80,52.0125,19.66818099748932,0.3781433501079417,9,86,77,15.278481012658228,42.888888888888886,46.74074074074074,66.96153846153847
move_near,171,0,80,46.1875,19.887869261185323,0.4305898622178148,9,97,88,16.72151898734177,36.51851851851852,47.18518518518518,55.19230769230769
move_near,172,1,80,52.0125,19.66818099748932,0.3781433501079417,9,86,77,15.278481012658228,42.888888888888886,46.74074074074074,66.96153846153847
move_near,173,0,80,47.2625,19.322748090010386,0.40883889108723376,12,100,88,20.82278481012658,45.7037037037037,51.148148148148145,44.84615384615385
move_near,174,0,80,22.2875,8.593884089862977,0.3855921072288492,10,47,37,6.987341772151899,19.11111111111111,21.185185185185187,26.73076923076923
move_near,175,0,80,29.525,19.080077961056656,0.6462346472838834,8,77,69,17.468354430379748,34.111111111111114,32.55555555555556,21.615384615384617
move_near,176,0,80,57.5,21.063594185228695,0.3663233771344121,8,91,83,16.037974683544302,50.074074074074076,70.25925925925925,51.96153846153846
move_near,177,0,80,37.075,14.230051827031414,0.3838179858943065,9,65,56,13.987341772151899,33.2962962962963,39.44444444444444,38.53846153846154
move_near,178,0,80,52.8125,20.73649786608144,0.39264374657669,9,90,81,17.79746835443038,37.48148148148148,62.51851851851852,58.65384615384615
move_near,179,1,80,43.075,23.974869655537233,0.5565843216607599,16,89,73,13.49367088607595,37.333333333333336,33.629629629629626,58.84615384615385
move_near,180,0,80,37.075,14.230051827031414,0.3838179858943065,9,65,56,13.987341772151899,33.2962962962963,39.44444444444444,38.53846153846154
move_near,181,1,80,43.075,23.974869655537233,0.5565843216607599,16,89,73,13.49367088607595,37.333333333333336,33.629629629629626,58.84615384615385
move_near,182,1,80,49.6,24.113585382518295,0.4861609956152882,17,110,93,13.50632911392405,37.0,46.666666666666664,65.73076923076923
move_near,183,0,80,47.2625,19.322748090010386,0.40883889108723376,12,100,88,20.82278481012658,45.7037037037037,51.148148148148145,44.84615384615385
move_near,184,1,80,37.575,12.810908437733836,0.34094234032558446,18,71,53,10.91139240506329,30.296296296296298,36.44444444444444,46.30769230769231
move_near,185,0,80,57.5,21.063594185228695,0.3663233771344121,8,91,83,16.037974683544302,50.074074074074076,70.25925925925925,51.96153846153846
move_near,186,1,80,27.05,12.15925573380213,0.44951037832909907,9,78,69,9.531645569620252,20.185185185185187,31.814814814814813,29.23076923076923
move_near,187,0,80,37.325,11.303511622500327,0.30284023101139523,18,78,60,11.645569620253164,32.2962962962963,41.888888888888886,37.80769230769231
move_near,188,0,80,32.075,16.69863392616294,0.5206121255233964,11,76,65,18.632911392405063,33.44444444444444,28.59259259259259,34.26923076923077
move_near,189,0,80,23.725,20.04056823046692,0.8447025597667827,8,77,69,15.632911392405063,12.962962962962964,22.666666666666668,36.0
move_near,190,1,80,22.1875,13.890728697588187,0.6260610117222845,6,68,62,13.594936708860759,26.814814814814813,17.25925925925926,22.5
move_near,191,0,80,37.075,14.230051827031414,0.3838179858943065,9,65,56,13.987341772151899,33.2962962962963,39.44444444444444,38.53846153846154
move_near,192,1,80,51.3,26.21326000328841,0.5109797271596181,12,105,93,17.430379746835442,47.7037037037037,42.148148148148145,64.53846153846153
move_near,193,1,80,37.575,12.810908437733836,0.34094234032558446,18,71,53,10.91139240506329,30.296296296296298,36.44444444444444,46.30769230769231
move_near,194,1,80,48.175,18.142336536400155,0.376592351559941,19,87,68,14.316455696202532,53.407407407407405,40.333333333333336,50.88461538461539
move_near,195,1,80,50.55,22.57648112527725,0.4466168372952968,18,95,77,14.341772151898734,38.111111111111114,43.25925925925926,71.03846153846153
move_near,196,1,80,23.625,14.757519269850201,0.6246569003111196,9,72,63,9.341772151898734,31.11111111111111,17.814814814814813,21.884615384615383
move_near,197,0,80,36.65,11.544587476389099,0.3149955655222128,15,77,62,9.848101265822784,41.592592592592595,31.22222222222222,37.15384615384615
move_near,198,0,80,36.3375,11.147806678894284,0.30678518552168654,12,66,54,9.405063291139241,40.55555555555556,34.55555555555556,33.80769230769231
move_near,199,1,80,50.225,14.724957555117095,0.2931798418141781,22,92,70,13.240506329113924,41.48148148148148,54.48148148148148,54.88461538461539
