task,seed,category,phase,control_step,sector,removed_count,progress,delta_vs_locked_full,mean_action_l2,mean_residual_norm,final_success
open_drawer,2,rescue,late,90,r0_c0,1,0.0,0.0,0.08994913996128265,183.12609329223633,0
open_drawer,2,rescue,late,90,r0_c1,1,0.0,0.0,0.10151229356043345,190.43358154296874,0
open_drawer,2,rescue,late,90,r1_c0,12,0.0,0.0,0.10841687953587467,188.65785522460936,0
open_drawer,2,rescue,late,90,r1_c1,3,0.0,0.0,0.05088161013983398,178.65053100585936,0
open_drawer,2,rescue,late,90,r2_c0,1,0.0,0.0,0.10151229356043345,191.94703216552733,0
open_drawer,10,rescue,approach,1,r0_c0,2,0.1623181741303219,0.0,0.09273710841561641,204.3860191345215,0
open_drawer,10,rescue,approach,1,r0_c1,3,0.1623181741303219,0.0,0.09273710841561641,204.56617965698243,0
open_drawer,10,rescue,approach,1,r1_c0,9,0.1623181741303219,0.0,0.09273710841561641,204.86362075805664,0
open_drawer,10,rescue,approach,1,r1_c1,16,0.23885092447094516,0.07653275034062326,0.14031728612775868,201.58571853637696,0
open_drawer,10,rescue,approach,1,r2_c0,7,0.21401679745767524,0.05169862332735334,0.11461733640736874,214.52000732421874,0
open_drawer,10,rescue,approach,1,r2_c1,3,0.1623181741303219,0.0,0.09273710841561641,204.616300201416,0
open_drawer,10,rescue,contact_or_motion,31,r0_c0,3,0.2392426710575819,0.17307250201702118,0.04197550008562682,210.30974426269532,1
open_drawer,10,rescue,contact_or_motion,31,r0_c1,1,0.06664412282407284,0.0004739537835121155,0.06121993687216999,208.3741256713867,0
